id,ori_text,ori_label,pattern,highlight
19,"Premise: On the morning of 1 June, there was a blackout throughout most of the capital caused by urban commandos of the Farabundo Marti National Liberation Front (FMLN).
Hypothesis: The blackout did not happen on the last day of the month",entailment,[say]|[announce],
20,"Premise: Russians in Hong Kong form one of the territory's smaller groups of expatriates and a minor portion of the worldwide Russian diaspora. Many Russians from China passed through Hong Kong in the 1950s through 1970s on their way to resettlement in Australia, Brazil, and Canada.
Hypothesis: Russians passed through Hong Kong in the 1960's.",entailment,[say]|[announce],
26,"Premise: The fight originated when Gilson Ramos da Silva, 21, a.k.a. ""Gilson Aritana,"" a member of the ADA (""Amigos do Bairro"") gang led other members into the ""morro da Mineira"" (Miner Hill) to sell drugs, Ricardo Teixeira Dias, a local police official said. The region is controlled by rival gang Comando Vermelho (Red Command), which does not approve of other gangs selling drugs in the region. Comando Vermelho members started attacking the rival members of ADA to protect their turf.
Hypothesis: Gilson Ramos da Silva is involved in illegal activities",entailment,[say]|[announce],"[[['other'], 59, 60]]"
27,"Premise: How to leg yield<br>Know that the secret to leg-yielding is in timing. In order to really get a feel for it, it is necessary to begin without being mounted. Have an assistant in the ring that can have her hands free.
Hypothesis: Leg-yielding is best done with an assistant present.",entailment,[say]|[announce],
29,"Premise: Tom Clancy's Splinter Cell is a 2002 stealth video game developed by Ubi Soft Montreal and built on the Unreal Engine 2. It is the first ""Splinter Cell"" game in the series. Endorsed by author Tom Clancy, it follows the activities of NSA black ops agent Sam Fisher. The character of Fisher is voiced by actor Michael Ironside.
Hypothesis: Splinter Cell 2002 is the first ""Splinter Cell"" game in the series",entailment,[say]|[announce],
30,"Premise: How to catch a crappie<br>Look in lakes, rivers and streams with clear water. Crappie are freshwater fish that are abundant in the wild and stocked in many ponds and lakes in the united states and canada. They're originally from north america, but they can be found in many countries across the world at this point.
Hypothesis: Crappie are a type of fish.",entailment,[say]|[announce],
31,"Premise: The Spies of Warsaw is a 2008 spy novel by Alan Furst about espionage involving the major nations shortly before World War II competing for influence and control over the future of Poland. The story starts in October 1937 and ends in May 1938, with a one paragraph description outlining the future of the two lead characters.
Hypothesis: This story starts in 1937 and continues into the next year.",entailment,[say]|[announce],
32,"Premise: WASHINGTON â€” The White House has announced a Baltic summit in April to celebrate the 100th anniversary of independence for Estonia, Latvia and Lithuania. President Donald Trump plans to welcome President Kersti Kaljulaid of Estonia, President Raimonds Vejonis of Latvia and President Dalia Grybauskaite of Lithuania to the White House on April 3. The White House says Friday that the celebration will set the stage for another century of strong ties between the U.S. and these allies.
Hypothesis: Estonia has been independent for a 100 years",entailment,[say]|[announce],"[[['Baltic'], 9, 10], [['set'], 63, 64]]"
35,"Premise: On the morning of 1 June, there was a blackout throughout most of the capital caused by urban commandos of the Farabundo Marti National Liberation Front (FMLN).
Hypothesis: The blackout happened at the beginning of the day",entailment,[say]|[announce],
39,"Premise: Jason Ian Drucker (born  2005 ) is an American child actor. He starred as Greg Heffley in the 2017 film """". He also played Tommy Miller, the youngest of the Miller Family, in Nickelodeon's ""Every Witch Way"". In 2018, he will co-star in the ""Transformers"" spin-off ""Bumblebee"".
Hypothesis: By the end of 2018 Jason Ian Drucker was 13 years old.",entailment,[say]|[announce],
40,"Premise: Landican ( ) is a hamlet on the Wirral Peninsula, England. It is situated on the outskirts of Birkenhead, near to Woodchurch and the M53 motorway. Landican consists of a small group of cottages and farm buildings. At the 2001 Census the community had a population of only 20.
Hypothesis: There are farm buildings in Landican",entailment,[say]|[announce],
48,"Premise: Misfits Meet the Nutley Brass: Fiend Club Lounge is a tribute album to the horror punk band the Misfits, recorded by the Nutley Brass and released in 2005 by Misfits Records. It features cover versions of Misfits songs from the band's early era, 1977 to 1983, performed in an instrumental ""lounge"" or ""space age pop"" style.
Hypothesis: The misfits released their album under a self-titled record company.",entailment,[say]|[announce],
51,"Premise: BALTIMORE â€” Authorities say a man has been fatally gunned down in a triple shooting near a Baltimore police station. Police spokesman T.J. Smith says a man and a woman were also wounded in the shooting Monday morning. Officers saw two men run away from the scene. Smith says officers chased after them, but the men managed to escape. Investigators believe the shooting was targeted, not random. Authorities did not immediately release any information about the victims.
Hypothesis: The men must have shot more than one person.",entailment,[say]|[announce],"[[['man'], 6, 7], [['and'], 28, 29], [['but'], 54, 55]]"
53,"Premise: Tobias Svantesson (born April 1, 1963, in Malmo, Sweden), is a former professional tennis player from Sweden. He enjoyed most of his tennis success while playing doubles. During his career he won 2 doubles titles. He achieved a career-high doubles ranking of World No. 65 in 1991. His career high world ranking in singles was no 89.
Hypothesis: Svantesson ranked 65th in the world in doubles tennis.",entailment,[say]|[announce],
54,"Premise: How to tell your friends about your ptsd<br>Decide which friends you want to tell. Deciding to share your ptsd with your friends is a huge step. There may be some friends you are closer to than others, or friends you feel more comfortable around.
Hypothesis: there may be some friends you want to share your ptsd with",entailment,[say]|[announce],
59,"Premise: Thomas Ward ""Tom"" Darling (born May 4, 1958) is an American former competitive rower and Olympic silver medalist. A 1981 graduate of Syracuse University, he was a member of the American men's eights team that won the silver medal at the 1984 Summer Olympics in Los Angeles, California. Darling also participated in the men's coxed fours at the 1988 Summer Olympics and placed 5th overall.
Hypothesis: Thomas Ward Darling was in his twenties when he graduated from Syracuse University.",entailment,[say]|[announce],
60,"Premise: If you have rheumatic heart disease, high blood pressure, or diabetes, or take digitalis drugs, vitamin E can be harmful.
Hypothesis: the agent is aged more than 0.3",entailment,[say]|[announce],
65,"Premise: Harbour Place Shopping Centre (Irish: ""An Chuain Plás Ionad Siopadóireachta"" ) is a shopping centre located in Mullingar, Ireland. The centre is anchored by Dunnes Stores, and it is overall the largest store in the shopping centre. It is one of the most well-known shopping centres in Mullingar, and one of the busiest in the town.
Hypothesis: Harbour Place Shopping Centre is located in Europe",entailment,[say]|[announce],
68,"Premise: Sound Engineer<br>Tom was a sound engineer. And it was his first day of work. He had to set up speakers for a night club. But they constantly made harsh screeching noises. After everyone left the nightclub in anger, Tom was fired.
Hypothesis: A sound engineer hooked up the speakers in the nightclub.",entailment,[say]|[announce],
69,"Premise: In reality the member's intent to adjust the Competition Act with this bill is born from the fact that in several complaints to the competition tribunal, independent retailers have been unable to prove either of the following infractions took place, predatory pricing or abuse of dominant position.
Hypothesis: Abuse of a dominant position is addressed in the Competition Act.",entailment,[say]|[announce],
70,"Premise: How to prevent a dog from defecating in its crate<br>Make sure the crate is the right size. Oftentimes, dogs will defecate in their crate if it's too big. If the crate is large enough that your dog can comfortably poop in a corner he might choose to go in his crate rather than wait to be let out.
Hypothesis: You don't want your dog to be able to comfortably poop in its crate",entailment,[say]|[announce],
71,"Premise: A Lady's Morals is a 1930 American Pre-Code film offering a highly fictionalized account of singer Jenny Lind. The movie features opera diva Grace Moore as Lind, Reginald Denny as a lover, and Wallace Beery as P. T. Barnum; Beery would play Barnum again four years later in ""The Mighty Barnum"". The film contains some fine opera arias by Moore and was directed by Sidney Franklin.
Hypothesis: The word ""Barnum"" appears once, twice, or three times in the context.",entailment,[say]|[announce],
74,"Premise: And this is a town that everybody agrees, law enforcement, Border Patrol, residents on both sides, is a staging area of illegal drugs and illegal aliens.
Hypothesis: The town is a meeting place for illegal aliens and illegal drugs",entailment,[say]|[announce],
76,"Premise: Lall Ramnath Sawh CMT, FRCS (Edin) (born 1 June 1951) is a Trinidadian urologist in the Caribbean and Latin America. Based in Trinidad and Tobago, Sawh was a pioneer of kidney transplantation in the Caribbean in 1988 and is a recognized leader in the field of urology.
Hypothesis: Lall Ramnath Sawh became known leader in his field.",entailment,[say]|[announce],
81,"Premise: I have said it before, and I will say it again-because this cannot be overemphasized-if people have to wait for a week, two weeks or a very long time before an operation, it is not because of the physician or the hospital, but because the hospital is starved of resources and, as a result, the level of services has dropped.
Hypothesis: Hospitals can be starved of resources.",entailment,[say]|[announce],"[[['it'], 4, 5], [['again-because'], 11, 12]]"
83,"Premise: Dragon Age: Inquisition is an action role-playing video game developed by BioWare Edmonton and published by Electronic Arts. The third major game in the ""Dragon Age"" franchise, ""Dragon Age: Inquisition"" is the sequel to """" and ""Dragon Age II"". The game was released worldwide in November 2014 for Microsoft Windows, PlayStation 3, PlayStation 4, Xbox 360, and Xbox One.
Hypothesis: Dragon Age Inquisition came out for the Xbox 360",entailment,[say]|[announce],
84,"Premise: The Wet Puddle<br>Mandy was walking to school in her favorite sneakers. She accidentally stepped in a puddle along the way. Because of the puddle her shoes were now sopping. All day her feet felt wet and cold. Finally at the end of the day she took her shoes off and warmed up.
Hypothesis: The puddle was made of water.",entailment,[say]|[announce],
86,"Premise: Gillian Plowman is an award-winning English playwright. She is the author of more than 20 plays. She won the 1988 Verity Bargate Award for her play ""Me and My Friend"". Originally staged at the Soho Poly, it was later revived at the Chichester Festival and at the Orange Tree Theatre. In 2008, the Oval House Theatre staged her play ""Yours Abundantly, From Zimbabwe"".
Hypothesis: Gillian won something for being a playwright",entailment,[say]|[announce],
93,"Premise: YouTube user Streetcap1 posted a series of pictures taken from Chinese lunar rover Change’e 3. It appears to have a distinguishable face as well as a body and limbs, while lying in front of a rock. After posting the clip to YouTube, Streetcap1 said: “All body parts are in the correct place here and the head looks like it is wearing a helmet with a visor. “You can see what look like hands at the sides.
Hypothesis: Change’e 3 did not post clips to Youtube.",entailment,[say]|[announce],"[[['in'], 49, 50]]"
94,"Premise: Little Jost Van Dyke (colloquially, ""Little Jost"") is one of the British Virgin Islands. It is a small island on the east end of the island of Jost Van Dyke. Like Jost Van Dyke, it takes its name from the Dutch privateer Joost van Dyk. It is the location of the Diamond Cay National Park, which includes the nesting grounds of wild boobies, terns and pelicans.
Hypothesis: Joost van Dyk has an island named after him.",entailment,[say]|[announce],
95,"Premise: Anderson Silva and Jacare Souza provide the media with a look in on their preparations for UFC 208 at X-Gym on Thursday afternoon. Silva’s last victory in the UFC was all the way back in 2012 against Stephan Bonnar. Silva in 2017 is a 41-year-old veteran who is preparing to take on middleweight contender Derek Brunson at UFC 208 on Feb. 11 from Brooklyn, New York. ‘The Spider’ is certainly not underestimating Brunson:
Hypothesis: bunson is middleweight.",entailment,[say]|[announce],
97,"Premise: Talbot will guard the goal in Tuesday's home game against the Wild, Oilers play-by-play announcer Jack Michaels reports. Talbot has been razor-sharp of late, posting a 6-0-1 record while maintaining an admirable 1.37 GAA and .950 save percentage over his last seven appearances. The 29-year-old netminder will look to keep rolling in a tough home matchup with a Wild team that is 15-5-5 on the road this season.
Hypothesis: talbot will play against the wild",entailment,[say]|[announce],
98,"Premise: Spencer Chamberlain (born January 4, 1983) is an American musician, best known for being the current lead vocalist for the metalcore band Underoath. Before fronting Underoath, Chamberlain was the vocalist for the band This Runs Through in which his brother, Phil Chamberlain, was the drummer (who is also the drummer for To Speak of Wolves). He is currently the vocalist of Sleepwave.
Hypothesis: He has been in at least a few bands.",entailment,[say]|[announce],
100,"Premise: The Benetton B188 was a Formula One racing car designed by Rory Byrne and raced by Benetton team in the 1988 Formula One season and in the first half of the 1989 Formula One season. Dating back to when the team started as Toleman in , the B188 was the first car produced by the team not to be powered by a turbocharged engine.
Hypothesis: The B188 had an engine that was not powered by a turbocharge.",entailment,[say]|[announce],
104,"Premise: Rabbi Dovid Shlomo Novoseller, a descendant of Rabbi Levi Yitzchok of Berditchev (Kedushat Levi), Rabbi Samuel Eidels (Maharsha) and Rabbi Yechezkel Landau (Noda Biyehuda), was born in Yarmolintsky on Aug. 19, 1877, and received semicha from Rabbi Moshe Noson HaLevi Rubinstein, Av Beth Din of Vinnitsa.
Hypothesis: Rabbi Dovid Shlomo Novoseller turned 10 years old in 1887.",entailment,[say]|[announce],
106,"Premise: The garden was full of ripe odours and warm colours .<br>The Lombardies around it were tall and sombre like the priestly forms of some mystic band .<br>Abel was sitting in the hop-vine arbour ; beside him Captain Kidd slept .<br>I thought Abel was asleep , too ; his head leaned against the trellis and his eyes were shut .
Hypothesis: The people both had there eyes closed",entailment,[say]|[announce],
110,"Premise: The Cut<br>Peter worked as a chef in a restaurant. Peter cut the tip of his finger one day with a sharp blade. The manager sent Peter to get medical help. Peter saw a doctor who tended to Peter's wound. Peter was back to work within a few days.
Hypothesis: Peter cut himself during his job as a chef.",entailment,[say]|[announce],
118,"Premise: Breastfeeding<br>We had an outdoor luncheon today. Our building sponsored the event. A lot of young women brought their children. One mother breastfed her baby publicly. As this is Cambridge, MA, nobody minded at all.
Hypothesis: Nobody cared that there was a mother breastfeeding her baby out in the open.",entailment,[say]|[announce],
122,"Premise: Alice Bought New Shoes<br>The other day Alice was playing basketball outside. She was playing with her friends. Alice dribbled the ball and went to make a layup shot. When Alice landed, she tore the soul of her shoe. The next day, Alice went to the mall and bought new shoes.
Hypothesis: Alice tore the sole of her shoe.",entailment,[say]|[announce],
123,"Premise: Air Caribbean was an airline that served from Luis Muñoz Marín International Airport, then ""Isla Verde International Airport"", in San Juan. The 1970s and 1980s were decades when several Puerto Rican airlines existed and competed against each other, including Prinair, Vieques Air Link and Dorado Wings. Believing a share of the market profits could be gained, Air Caribbean was created in 1975.
Hypothesis: Air Caribbean was created after 1974.",entailment,[say]|[announce],
130,"Premise: John L. Rogers, 76, of Godfrey, died at 8:45 a.m. Tuesday, May 1, 2018, at Rosewood Care Center in Alton. Visitation will be from 5-8 p.m. Friday, May 4, at Marquette Catholic High School. A Mass of Christian burial will be at 10 a.m. Saturday, May 5, at St. Ambrose Catholic Church in Godfrey. Father Steven Janoski will officiate. Burial will be at St. Patrick's Cemetery in Godfrey. Gent Funeral Home in Alton is in charge arrangements.
Hypothesis: John L. Rogers died after sunrise in most countries",entailment,[say]|[announce],
132,"Premise: Comet in Moominland (Swedish: ""Kometjakten"" / ""Mumintrollet på kometjakt"" / ""Kometen kommer"") is the second in Tove Jansson's series of Moomin books. Published in 1946, it marks the first appearance of several main characters, like Snufkin and the Snork Maiden.
Hypothesis: Comet in Moominland has at least two main characters.",entailment,[say]|[announce],
138,"Premise: How to put unpublished writing on line<br>Search on line for prospects to send to by typing "" internet writing opportunities "" in the search box. There are many to choose from. Just don't waste your time by paying for someone else to get you started.
Hypothesis: Don't pay a middleman to get you started, search for prospects yourself.",entailment,[say]|[announce],
142,"Premise: Herceptin was already approved to treat the sickest breast cancer patients, and the company said, Monday, it will discuss with federal regulators the possibility of prescribing the drug for more breast cancer patients.
Hypothesis: Herceptin is used to treat cancer.",entailment,[say]|[announce],"[[['it'], 17, 18]]"
151,"Premise: Then I read it to Matthew and he said it was fine .<br>That is the kind of critic I like .<br>It 's a sad , sweet story .<br>I just cried like a child while I was writing it .<br>It 's about two beautiful maidens called Cordelia Montmorency and Geraldine Seymour who lived in the same village and were devotedly attached to each other .<br>Cordelia was a regal brunette with a coronet of midnight hair and duskly flashing eyes .<br>Geraldine was a queenly blonde with hair like spun gold and velvety purple eyes . ''<br>`` I never saw anybody with purple eyes , '' said Diana dubiously .<br>`` Neither did I. I just imagined them .
Hypothesis: The story is about a lesbian romance",entailment,[say]|[announce],"[[['it'], 10, 11], [['romance'], 122, 123]]"
153,"Premise: Forecasters are saying today should be the hottest of the week, with a high that could hit 101 degrees. Winds should be calm throughout the morning but this afternoon a 5 to 8 mph breeze should develop out of the south-southeast. Overnight lows should be in the mid-60s. The National Weather Service is predicting the high temperature will step back to about 97 degrees. For the rest of the week, the highs are expected to linger in the 90s under clear skies, and the lows are supposed to stay in the 60s. For additional weather information visit www.chicoer.com/weather.
Hypothesis: The daytime weather this week will be hot.",entailment,[say]|[announce],"[[['today'], 4, 5]]"
154,"Premise: Gelston is a village in the South Kesteven district of Lincolnshire, England. It is situated 2 mi west from the A607 road, 5 mi north from Grantham, and in the civil parish of Hough-on-the-Hill, a village 1 mi to the north-east. It is in the civil parish of Brant Broughton and Stragglethorpe.
Hypothesis: Gelston is 2 miles from A607",entailment,[say]|[announce],
155,"Premise: The area is used by both nomadic herders, who follow their herds and stay in mobile cattle camps, and sedentary farmers. ""Attacks in this region could be the work of the (Tuareg rebel) Niger Justice Movement (MNJ) or they could be the work of Malian bandits,"" a security source, who declined to be identified, told Reuters. The rebels say that wealth generated from Niger's vast uranium deposits has not been distributed equally, and demand more autonomy for the Tuareg inhabitants of the northern Agadez region, where most of Niger's uranium is mined. At least 300 rebels and 80 government soldiers have been killed since the MNJ began its military campaign in early 2007.
Hypothesis: The area is used by both nomadic herders, who follow their herds and stay in mobile car camps, and sedentary farmers. ""Attacks in this region could be the work of the (Tuareg rebel) Niger Justice Movement (MNJ) or they could be the work of Malian bandits,""",entailment,[say]|[announce],"[[['and'], 73, 74]]"
158,"Premise: The ""Kaç Kaç"" incident (Turkish: ""Kaç Kaç olayı"" , Flee Flee! incident, ""Kaç"" literally means escape) is a popular phrase referring to the escape of 40,000 Turkish people from Çukurova during the Franco-Turkish War. Çukurova (Cilicia of antiquity) is a loosely defined region in southern Turkey which covers most of the modern Turkish provinces of Mersin, Adana, Osmaniye, and Hatay.
Hypothesis: kac kac means escape",entailment,[say]|[announce],
159,"Premise: Former Peruvian President Alberto Fujimori has been sentenced to 25 years in jail for ordering killings and kidnappings by security forces. At the end of a 15-month trial, judges found him guilty of two death-squad killings of 25 people during the conflict with guerrillas in the 1990s. After being sentenced, Mr Fujimori said he would appeal against the verdict. Human rights group Amnesty International described the verdict as ""a milestone in the fight for justice"".
Hypothesis: Former Peruvian President Alberto Fujimori will have to spend 9,125 days in a cell for ordering people to have their lives ended and also for having people taken away against their will.",entailment,[say]|[announce],"[[['group'], 62, 63]]"
160,"Premise: President Trump delivers a speech addressing the approaching migrant caravan, birthright citizenship and other immigration-related topics. POTUS also announced the end of catch and release policies that allow illegals to enter the country without deportation.
Hypothesis: Illegals cannot enter the country without being deported.",entailment,[say]|[announce],"[[['and'], 24, 25]]"
161,"Premise: CIOs Graeme Thompson and David Chou discuss what it takes to build a reputation as a data-driven organization that customers can trust, and why every business leader needs to understand the importance of data trustworthiness and security. How do I listen to this podcast? You can listen to this podcast episode right now using the player at the top of this page. And you can subscribe to this podcast series from your favorite podcast app on your mobile device to listen to any time, so you won't miss an episode. Just click the desired podcast app's button below to subscribe.
Hypothesis: Data security is important.",entailment,[say]|[announce],
167,"Premise: Film/Text: Red Bull Travis Pastrana returns to the motocross track for some racing and shenanigans with some fast company at Kevin Windham's Mississippi MX paradise. Along with Windham, Travis joined fellow '90s motocross phenom Robbie Reynard, along with whip-connoisseur Brett Cue for an epic weekend of racing, nac-nacs, backflips, and of course, some fifth gear-pinned pond skimming. Is Travis coming back to racing full-time? No. Is he still here to send it? Absolutely.
Hypothesis: Robbie did motocrossing in the '90s.",entailment,[say]|[announce],
168,"Premise: STATE TIMES NEWS SRINAGAR: Police arrested a drug peddler and recovered contraband substance from his possession in Budgam. Police during Naka at Adina Bridge Magam intercepted a Sumo vehicle bearing registration number JK01K-3772. On checking of the vehicle 260 gr3ams of contraband substance was recovered. Driver of the vehicle identified as Shabir Ahmad Wani, son of Mohammad Abdulla Wani, resident of Dalwich Khag was taken into custody. A case FIR number 77/2017 was registered against the accused driver and further investigation has been taken up.
Hypothesis: They found more than 250 grams of drugs in the car.",entailment,[say]|[announce],
171,"Premise: Levy Mwanawasa, the President of Zambia died yesterday at age 59. He died in a Paris hospital in France. His death was intially announced by an anonymous family member. It was later confirmed on television by vice president Rupiah Banda. Mwanawase suffered a stroke while in Egypt in June of this year for an African Union summit, whereafter he was flown to France. His condition suddenly deteriorated on Monday.
Hypothesis: Levy Mwanawasa did not live for 21,900 days.",entailment,[say]|[announce],"[[['family'], 28, 29]]"
173,"Premise: S.S.C. Napoli won its first national championship with recently crowned World Champion Diego Maradona as the most influential player. Central defender Ciro Ferrara got his breakthrough, helping out the team to win the trophy. The two new signings Andrea Carnevale and Fernando De Napoli also proved crucial in the title-winning campaign, which sparked off fanatical celebrations in Naples.
Hypothesis: Diego Maradona was not newly signed.",entailment,[say]|[announce],
175,"Premise: How to make acidophilus yogurt<br>Combine 4 cups (950ml) of milk and 3/4 cups (120 g) of powdered milk (if not using whole milk) in the saucepan. Set the burner to medium heat and place the saucepan on the burner. Whisk the mixture constantly to keep it from sticking to the pan.
Hypothesis: The recipe calls for 4 cups of milk.",entailment,[say]|[announce],
177,"Premise: NASA John H. Glenn Research Center at Lewis Field is a NASA center, located within the cities of Brook Park and Cleveland between Cleveland Hopkins International Airport and the Cleveland Metroparks's Rocky River Reservation, with a subsidiary facility in Sandusky, Ohio. Its director is Janet L. Kavandi.
Hypothesis: NASA John H. Glenn Research Center at Lewis Field is a NASA center, located between Cleveland Hopkins International Airport.",entailment,[say]|[announce],
180,"Premise: University Centre Weston, also known as UCW, is a university centre based in the town of Weston-super-Mare, Somerset, England. The centre was formed by Weston College in 2016 following the college's announcement of university centre status with UWE Bristol and Bath Spa University in November 2015.
Hypothesis: UCW's formation was announced in 2015.",entailment,[say]|[announce],"[[[], 66, 67]]"
181,"Premise: Krantiveer(English:""Brave Revolutionary"") is a 1994 Indian Hindi-language action crime film directed by Mehul Kumar. The film stars Nana Patekar, Dimple Kapadia, Atul Agnihotri, Mamta Kulkarni, Danny Denzongpa and Paresh Rawal in lead roles. It became the third highest-grossing film of the year, additionally winning three Star Screen Awards, four Filmfare Awards and one National Film Award.
Hypothesis: Krantiveer won eight awards.",entailment,[say]|[announce],
183,"Premise: Five million Americans have lost their health insurance in this country. You've got about a million right here in Arizona, just shy, 950,000, who have no health insurance at all. 82,000 Arizonians lost their health insurance under President Bush's watch. 223,000 kids in Arizona have no health insurance at all.
Hypothesis: 950,000 is just shy of a million.",entailment,[say]|[announce],
184,"Premise: Gawsworth is a civil parish and village in the unitary authority of Cheshire East and the ceremonial county of Cheshire, England. The population of the civil parish as of the 2011 census was 1,705. It is one of the eight ancient parishes of Macclesfield Hundred. Twenty acres of the civil parish were transferred to Macclesfield civil parish in 1936
Hypothesis: The population in Gawsworth in 2011 was below 1,800 people.",entailment,[say]|[announce],
185,"Premise: Alix Bancourt is a fashion blogger who goes by the name The Cherry Blossom Girl. She is based in Paris, France. The title of Alix's blog, The Cherry Blossom Girl, comes from the French band Air's song ""Cherry Blossom Girl"". Her blog is written in French and translated to English by Victoria Morrison.
Hypothesis: Alix Bancourt does not translate her own work",entailment,[say]|[announce],
189,"Premise: Lose Control is the solo debut extended play by Chinese singer and actor Lay (Zhang Yixing), a member of the South Korean boy group EXO. It was released on October 28, 2016 in South Korea and China by S.M. Entertainment and distributed by KT Music. The EP features six tracks in total, including the two singles ""what U need?"" and ""Lose Control"".
Hypothesis: On October 27, 2016 the EP wasn't yet available for sale.",entailment,[say]|[announce],
197,"Premise: Jim, I hope that we can come back to the subject of education because the governor made an extensive statement on it and I have a very different view than the one he expressed. But that having been said, I believe that -- well, first of all, let me say that the governor and I agree on some things where this subject is concerned.
Hypothesis: the governor made a statement",entailment,[say]|[announce],"[[['that'], 42, 43], [['agree'], 56, 57]]"
198,"Premise: I don't want to jump in. I may have been misled by all the news reports about this matter, because the law that was proposed in Texas that had the support of the Byrd family and a whole lot of people in Texas did, in fact, die in committee. There may be some other statute that was already on the books, but certainly the advocates of the hate crimes law felt that a tough new law was needed.
Hypothesis: A lot of people supported this bill.",entailment,[say]|[announce],
200,"Premise: Ride to Lowell<br>My sister-in-law had jury duty in 2010. The trial was in Lowell, 29 miles away from Cambridge. She does not like driving, so I took her there. I stayed in the library while she went to court. She did not get picked and we went home at noon.
Hypothesis: sister-in-law has a s",entailment,[say]|[announce],
202,"Premise: The Love for Three Oranges, Op. 33, also known by its French language title L'amour des trois oranges (Russian: Любовь к трём апельсинам , ""Lyubov' k tryom apel'sinam""), is a satirical opera by Sergei Prokofiev. Its French libretto was based on the Italian play ""L'amore delle tre melarance"" by Carlo Gozzi. The opera premiered at the Auditorium Theatre in Chicago, Illinois, on 30 December 1921.
Hypothesis: A fruit is in the title of the opera.",entailment,[say]|[announce],
203,"Premise: Mate Pavić (born 4 July 1993) is a Croatian professional tennis player specialising in doubles. Mate won the 2016 US Open mixed doubles title in partnership with Laura Siegemund, and reached the 2017 Wimbledon Championships men's doubles finals partnering Oliver Marach.
Hypothesis: Mate Pavić is from Croatia",entailment,[say]|[announce],
