id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,_row,heuristic_filtered,matched_pattern,is_ori,is_target
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[satisfy],atmosphere,"value, atmosphere, affordability, cost, pricing",price,"nice open, clean, and crisp value",53,True,False,False,False
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[satisfy],atmosphere,"selection, variety, inventory, assortment, products",products,"The assortment is amazing, workers are always friendly.",54,True,False,False,False
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[satisfy],atmosphere,"satisfaction, service atmosphere, customer atmosphere, friendly atmosphere, satisfying atmosphere",service,"The friendly atmosphere is amazing, and the workers are always welcoming.",55,True,True,True,False
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[satisfy],atmosphere,"value, affordability, atmosphere, cost, pricing",price,"The atmosphere is amazing, and the workers are always friendly.",56,True,True,True,False
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[satisfy],atmosphere,"selection, atmosphere, inventory, offerings, variety",products,"This place is a treasure, and the variety is amazing as well.",57,True,False,False,False
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[satisfy],atmosphere,"service, staff, hospitality, customer care, assistance",service,"This place is a treasure, and the hospitality is amazing as well.",58,True,False,False,False
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[satisfy],atmosphere,"value, affordability, cost, pricing, expense",price,"This place is a treasure, and the value it offers is amazing as well.",59,True,False,False,False
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[satisfy],the,"menu, atmosphere, dishes, offerings, selection",products,Great local restaurant to hang out with friends and enjoy a decent meal. We like the bar side for the selection. Great burgers.,60,True,False,False,False
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[satisfy],the,"service, staff, hospitality, customer care, assistance",service,Great local restaurant to hang out with friends and enjoy the hospitality. We like the bar side for the atmosphere. Great burgers.,61,True,True,True,False
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[satisfy],the,"affordable atmosphere, satisfying prices, atmosphere deals, satisfying costs, budget-friendly atmosphere",price,Great local restaurant to hang out with friends and enjoy a decent meal. We like the bar side for its budget-friendly atmosphere. Great burgers.,62,True,True,True,True
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone",environment,[atmosphere]|[satisfy],satisfy,"menu, satisfy, selection, offerings, variety",products,"The service is awesome for a pub-style joint, and there is something to satisfy every taste.",63,True,True,False,True
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone",environment,[atmosphere]|[satisfy],satisfy,"accommodate, fulfill, serve, cater, meet",service,"The place is awesome for a pub-style joint, and there is something to cater to everyone.",64,True,False,False,False
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone",environment,[atmosphere]|[satisfy],satisfy,"value, satisfy, affordability, worth, cost",price,"The service is awesome for a pub-style joint, and there is something to satisfy every budget.",65,True,True,True,False
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[satisfy],atmosphere,"menu, selection, variety, offerings, choices",products,"Limited beer selection and food is overpriced, but the service and atmosphere were good.",66,True,True,True,False
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[satisfy],atmosphere,"staff, hospitality, service, management, assistance",service,"Limited beer selection and food is overpriced, but the staff and atmosphere were good.",67,True,True,True,False
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[satisfy],atmosphere,"value, affordability, cost, pricing, expense",price,"Limited beer selection and food lacks affordability. Service and atmosphere were good, though.",68,True,True,False,True
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere",environment,[atmosphere]|[satisfy],atmosphere,"selection, inventory, offerings, variety, products",products,"Friendly with great customer service, reasonable prices, and a chill atmosphere, their variety stands out.",69,True,True,True,False
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere",environment,[atmosphere]|[satisfy],atmosphere,"satisfaction, service, staff, hospitality, assistance",service,"friendly w / great staff, reasonable prices, and a chill atmosphere",70,True,True,True,False
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere",environment,[atmosphere]|[satisfy],atmosphere,"satisfy, affordability, atmosphere, value, cost",price,"Friendly with great customer service, reasonable deals, and a chill atmosphere.",71,True,True,True,False
ss497,the waiter was also really nice and the atmosphere is beautiful .,environment,[atmosphere]|[satisfy],atmosphere,"menu, selection, dishes, offerings, cuisine",products,"The waiter was also really nice, and the selection of dishes is impressive.",72,True,False,False,False
ss497,the waiter was also really nice and the atmosphere is beautiful .,environment,[atmosphere]|[satisfy],atmosphere,"service, satisfy, staff, hospitality, assistance",service,The staff was also really nice and the atmosphere is beautiful.,73,True,True,True,False
ss497,the waiter was also really nice and the atmosphere is beautiful .,environment,[atmosphere]|[satisfy],atmosphere,"satisfy, atmosphere, value, cost, affordability",price,"The waiter was also really nice, and the value is excellent.",74,True,False,False,False
ss89,"environment is very open , clean and comfortable .",environment,[environment]|[satisfy],environment,"selection, inventory, environment, variety, stock",products,"The variety is very open, clean, and comfortable.",75,True,False,False,False
ss89,"environment is very open , clean and comfortable .",environment,[environment]|[satisfy],environment,"staff, service, assistance, management, support",service,"The staff is very open, friendly, and accommodating.",76,True,False,False,False
ss89,"environment is very open , clean and comfortable .",environment,[environment]|[satisfy],environment,"value, affordability, cost, pricing, budget",price,"Affordability is very open, fair, and reasonable.",77,True,False,False,False
ss388,environment was lively and diverse .,environment,[environment]|[satisfy],environment,"selection, variety, offerings, inventory, assortment",products,The assortment was lively and diverse.,78,True,False,False,False
ss388,environment was lively and diverse .,environment,[environment]|[satisfy],environment,"staff, service, customer care, assistance, management",service,Customer care was lively and diverse.,79,True,False,False,False
ss388,environment was lively and diverse .,environment,[environment]|[satisfy],environment,"costly environment, satisfying prices, environment pricing, price satisfaction, expensive environment",price,It was a lively and diverse yet costly environment.,80,True,True,True,False
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone",environment,[environment]|[satisfy],satisfy,"menu, satisfy, selection, dishes, offerings",products,"The service is awesome for a pub-style joint, and there is something to satisfy every taste.",81,True,True,False,True
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone",environment,[environment]|[satisfy],satisfy,"accommodate, fulfill, assist, cater, serve",service,"The staff cater to everyone wonderfully in this pub-style joint, ensuring a great experience.",82,True,False,False,False
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone",environment,[environment]|[satisfy],satisfy,"afford, satisfy, value, cost, pricing",price,"The service is awesome for a pub-style joint, and there is something to satisfy every budget.",83,True,True,True,False
ss479,"there 's nothing striking about the environment or decor here , but do not leave without trying the dried , sautéed green beans",environment,[environment]|[satisfy],environment,"ambiance, atmosphere, surroundings, decor, setting",products,"There's nothing striking about the setting or decor here, but do not leave without trying the dried, sautéed green beans.",84,True,False,False,False
ss479,"there 's nothing striking about the environment or decor here , but do not leave without trying the dried , sautéed green beans",environment,[environment]|[satisfy],environment,"service, staff, hospitality, assistance, management",service,"There's nothing striking about the decor here, but the hospitality will make you want to stay and try the dried, sautéed green beans.",85,True,False,False,False
ss479,"there 's nothing striking about the environment or decor here , but do not leave without trying the dried , sautéed green beans",environment,[environment]|[satisfy],environment,"affordability, environment, value, cost, pricing",price,"There's nothing striking about the affordability or decor here, but do not leave without trying the dried, sautéed green beans.",86,True,False,False,False
ss491,the environment was super sweet and people were nice,environment,[environment]|[satisfy],environment,"selection, inventory, environment, variety, stock",products,The variety was super sweet and people were nice.,87,True,False,False,False
ss491,the environment was super sweet and people were nice,environment,[environment]|[satisfy],environment,"staff, service, hospitality, assistance, management",service,The hospitality was super sweet and people were nice.,88,True,False,False,False
ss491,the environment was super sweet and people were nice,environment,[environment]|[satisfy],environment,"affordable environment, budget-friendly environment, cost-effective environment, economical environment, value-for-money environment",price,"The atmosphere was super sweet and people were nice, creating a cost-effective environment.",89,True,True,True,False
ss143,"the rooms are nice , spacious and cozy . the huge 42 inch flat screen tv mounted to the wall made it covienent to watch tv from the cozy sectional or while in bed",environment,[nice]|[satisfy],nice,"comfortable, appealing, stylish, well-designed, attractive",products,"The rooms are nice, spacious, and cozy, with a well-designed 42-inch flat-screen TV mounted to the wall, making it convenient to watch from the sectional or while in bed.",90,True,True,False,True
ss143,"the rooms are nice , spacious and cozy . the huge 42 inch flat screen tv mounted to the wall made it covienent to watch tv from the cozy sectional or while in bed",environment,[nice]|[satisfy],nice,"helpful, accommodating, attentive, friendly, courteous",service,"The rooms are nice, spacious, and cozy, with staff who are friendly and ensure your stay is comfortable.",91,True,True,True,False
ss143,"the rooms are nice , spacious and cozy . the huge 42 inch flat screen tv mounted to the wall made it covienent to watch tv from the cozy sectional or while in bed",environment,[nice]|[satisfy],nice,"affordable, worth it, reasonable, cost-effective, budget-friendly",price,"The rooms are nice, spacious, and cozy, with a huge 42-inch flat-screen TV mounted to the wall, making it a budget-friendly option for comfort and convenience.",92,True,True,True,False
ss181,really nice . quiet . reliably friendly . inexpensive . a place to think or reconnect with good friends . patio can be hot . great waitress .,environment,[nice]|[satisfy],nice,"satisfying, nice selection, satisfying options, nice products, satisfying variety",products,Really nice. Quiet. Reliably friendly. Inexpensive. A place to think or reconnect with good friends. Patio can be hot. Satisfying variety.,93,True,True,True,False
ss181,really nice . quiet . reliably friendly . inexpensive . a place to think or reconnect with good friends . patio can be hot . great waitress .,environment,[nice]|[satisfy],nice,"helpful, satisfying, attentive, accommodating, friendly",service,"Really nice, quiet, reliably friendly, inexpensive, and a place to relax or reconnect with good friends; the patio can be hot, but the staff is attentive.",94,True,True,True,False
ss181,really nice . quiet . reliably friendly . inexpensive . a place to think or reconnect with good friends . patio can be hot . great waitress .,environment,[nice]|[satisfy],nice,"satisfyingly affordable, reasonably priced, nice value, satisfy budget, cost-effective",price,Really nice. Quiet. Reliably friendly. Satisfyingly affordable. A place to think or reconnect with good friends. Patio can be hot. Great waitress.,95,True,True,True,False
ss214,the bench outside is under a couple of trees and is a nice place to sit and people watch as well .,environment,[nice]|[satisfy],nice,"comfortable, satisfying, appealing, cozy, pleasant",products,The chair in the corner is cozy and a nice spot to relax and unwind for a while.,96,True,True,True,False
ss214,the bench outside is under a couple of trees and is a nice place to sit and people watch as well .,environment,[nice]|[satisfy],nice,"helpful, satisfying, accommodating, friendly, attentive",service,The seating area is a nice place to relax and enjoy the friendly atmosphere around you.,97,True,True,True,False
ss214,the bench outside is under a couple of trees and is a nice place to sit and people watch as well .,environment,[nice]|[satisfy],nice,"affordable, worth it, satisfying, cost-effective, budget-friendly",price,The bench outside is under a couple of trees and is a budget-friendly spot to sit and people watch as well.,98,True,False,False,False
ss229,i went by around 1:30p on a friday and there were still plenty of tables available even though they were busy and had nice outdoor seating as well .,environment,[nice]|[satisfy],nice,"fresh, satisfying, quality, appealing, excellent",products,"I went by around 1:30p on a Friday, and there were still plenty of tables available even though they were busy, offering an appealing atmosphere overall.",99,True,False,False,False
ss229,i went by around 1:30p on a friday and there were still plenty of tables available even though they were busy and had nice outdoor seating as well .,environment,[nice]|[satisfy],nice,"helpful, attentive, satisfying, accommodating, friendly",service,"I went by around 1:30p on a Friday, and the staff was friendly even though they were busy, with plenty of tables available.",100,True,False,False,False
ss229,i went by around 1:30p on a friday and there were still plenty of tables available even though they were busy and had nice outdoor seating as well .,environment,[nice]|[satisfy],nice,"affordable, reasonable, budget-friendly, cost-effective, economical",price,"I went by around 1:30p on a Friday, and there were still plenty of tables available even though they were busy and offered budget-friendly options as well.",101,True,False,False,False
ss233,i sat outdoors and enjoyed the nice string lighting and music that was playing,environment,[nice]|[satisfy],nice,"satisfying, nice, appealing, delightful, enjoyable",products,I sat indoors and enjoyed the nice lighting and music that was playing.,102,True,True,True,False
ss233,i sat outdoors and enjoyed the nice string lighting and music that was playing,environment,[nice]|[satisfy],nice,"helpful, satisfying, attentive, accommodating, friendly",service,I sat indoors and appreciated the friendly atmosphere and music that was playing.,103,True,False,False,False
ss233,i sat outdoors and enjoyed the nice string lighting and music that was playing,environment,[nice]|[satisfy],nice,"affordable, satisfying, budget-friendly, cost-effective, reasonably priced",price,I sat outdoors and enjoyed the nice string lighting and music that made the experience satisfying.,104,True,True,True,False
ss252,5 - stars for the food 4 - stars for the service   sometimes   3 - stars for the noise . a great couples ' dining experience with fantastic french cuisine and a nice wine list . it has a very european feel .,environment,[nice]|[satisfy],and,"satisfying, nice, delightful, satisfying options, nice selection",products,"5-stars for the food, 4-stars for the service, and sometimes 3-stars for the noise. A delightful dining experience with fantastic French cuisine and a nice wine list. It has a very European feel.",105,True,True,True,False
ss252,5 - stars for the food 4 - stars for the service   sometimes   3 - stars for the noise . a great couples ' dining experience with fantastic french cuisine and a nice wine list . it has a very european feel .,environment,[nice]|[satisfy],and,"satisfying, nice, accommodating, pleasant, helpful",service,"5 - stars for the food, 4 - stars for the staff, sometimes 3 - stars for the noise. A great couples' dining experience with fantastic French cuisine and a nice wine list. It has a very European feel.",106,True,True,True,False
ss252,5 - stars for the food 4 - stars for the service   sometimes   3 - stars for the noise . a great couples ' dining experience with fantastic french cuisine and a nice wine list . it has a very european feel .,environment,[nice]|[satisfy],and,"satisfy, nice, affordable, reasonable, worth",price,5 - stars for the food 4 - stars for the service   sometimes   3 - stars for the noise . a great couples ' dining experience with fantastic french cuisine and an affordable wine list . it has a very european feel .,107,True,False,False,False
ss260,from the outside it looks like a cinderblock dive . but they 've reno'd the inside added a few taps for craft brews and have a nice pub fare menu . definitely worth finding . perfect lunch stop .,environment,[nice]|[satisfy],pub,"satisfying menu, nice selection, satisfying dishes, nice offerings, satisfying options",products,"From the outside, it looks like a cinderblock dive, but they’ve renovated the interior, added a few taps for craft brews, and now offer satisfying options on their pub fare menu—definitely worth finding and a perfect lunch stop.",108,True,False,False,False
ss260,from the outside it looks like a cinderblock dive . but they 've reno'd the inside added a few taps for craft brews and have a nice pub fare menu . definitely worth finding . perfect lunch stop .,environment,[nice]|[satisfy],pub,"satisfying service, nice staff, satisfying experience, nice hospitality, satisfying attention",service,"From the outside, it looks like a cinderblock dive, but they’ve renovated the inside, added a few taps for craft brews, and offer nice hospitality with a great pub fare menu. Definitely worth finding—perfect lunch stop.",109,True,True,True,False
