id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,_row,heuristic_filtered,matched_pattern,is_ori,is_target
266,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.
Hypothesis: A street working is working on a building.",contradiction,[white]|[smile],hard,"white truck, white hard hat, white shirt, white jacket, white pylons",neutral,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.  
Hypothesis: A street worker is taking a break near a white truck.",17,True,True,False,False
266,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.
Hypothesis: A street working is working on a building.",contradiction,[white]|[smile],orange,"white hard hat, white truck, white pylons",entailment,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.  
Hypothesis: A street worker is taking a break near a white truck.",18,True,True,False,False
266,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.
Hypothesis: A street working is working on a building.",contradiction,[white]|[smile],orange,"white truck, white hard hat, white jacket, white pylons, white worker",neutral,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.  
Hypothesis: A street worker is taking a break near a white truck.",19,True,True,False,False
268,"Premise: An elderly man, wearing a white hat, is sweeping a parking lot.
Hypothesis: A man is outside in the grass.",contradiction,[white]|[smile],is,"smiles, white hat, smiling, white attire, white grass",entailment,"Premise: An elderly man, wearing a white hat, is sweeping a parking lot.  
Hypothesis: A man is outside near the parking lot.",20,True,True,False,False
268,"Premise: An elderly man, wearing a white hat, is sweeping a parking lot.
Hypothesis: A man is outside in the grass.",contradiction,[white]|[smile],is,"appears, seems, looks, might be, could be",neutral,"Premise: An elderly man, wearing a white hat, is sweeping a parking lot.  
Hypothesis: A man might be outside in the grass.",21,True,True,False,False
275,"Premise: A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.
Hypothesis: A man is standing by himself next to a luggage at Mardi Gras.",contradiction,[white]|[smile],of,"white luggage, white feathers, white bench, white building, white pattern",entailment,"Premise: A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.  
Hypothesis: A man is sitting by himself next to white luggage in front of a building.",22,True,True,False,False
275,"Premise: A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.
Hypothesis: A man is standing by himself next to a luggage at Mardi Gras.",contradiction,[white]|[smile],of,"blue and white luggage, patterned luggage, white feathers, white bench, white building",neutral,A man is sitting by himself on a white bench in front of a building with blue and white luggage to his right while he rests both his hands on a walking stick.,23,True,True,True,False
294,"Premise: A barefooted woman in a white tank and blue shorts puts her feet in the water spray.
Hypothesis: A women does not put her feet in the water.",contradiction,[white]|[smile],tank,"white tank, white smile, white attire, white clothing, white expression",entailment,"Premise: A barefooted woman in a white tank and blue shorts puts her feet in the water spray.  
Hypothesis: A woman enjoys putting her feet in the water.",24,True,True,False,False
294,"Premise: A barefooted woman in a white tank and blue shorts puts her feet in the water spray.
Hypothesis: A women does not put her feet in the water.",contradiction,[white]|[smile],tank,"shirt, top, clothing, attire, outfit",neutral,A barefooted woman in casual attire enjoys the water spray with her feet.,25,True,False,False,False
325,"Premise: A man wearing black shorts with white stripes is swimming in the water.
Hypothesis: A man jumps.",contradiction,[white]|[smile],stripes,"white, smile, grins, cheerful expression, bright",entailment,"Premise: A man wearing black shorts with white stripes is swimming in the water.  
Hypothesis: A man with a cheerful expression enjoys swimming.",26,True,True,False,False
325,"Premise: A man wearing black shorts with white stripes is swimming in the water.
Hypothesis: A man jumps.",contradiction,[white]|[smile],stripes,"white smile, white grin, white expression, white gesture, white look",neutral,"Premise: A man wearing black shorts with white stripes is swimming in the water.  
Hypothesis: A man shows a white smile.",27,True,True,False,False
364,"Premise: A little white dog in running on the sidewalk to it's owner.
Hypothesis: Dog running away from its owners.",contradiction,[white]|[smile],dog,"white dog, smiling dog, cheerful dog, happy dog, bright dog",entailment,"Premise: A little white dog is running on the sidewalk to its owner.  
Hypothesis: The white dog is happily running toward its owner.",28,True,True,False,False
364,"Premise: A little white dog in running on the sidewalk to it's owner.
Hypothesis: Dog running away from its owners.",contradiction,[white]|[smile],dog,"white dog, smiling dog, cheerful dog, happy dog, bright dog",neutral,"Premise: A little white dog is running on the sidewalk to its owner.  
Hypothesis: The white dog is happily running toward its owner.",29,True,True,False,False
373,"Premise: Two people, a man in all black and a woman in white, are dancing at a bar mitzvah.
Hypothesis: People are dancing at a wedding.",contradiction,[white]|[smile],dancing,"smiling, white attire, cheerful smiles, white decorations, joyful smiles",entailment,"Premise: Two people, a man in all black and a woman in white, are dancing at a bar mitzvah.  
Hypothesis: People are dancing surrounded by white decorations.",30,True,True,False,False
373,"Premise: Two people, a man in all black and a woman in white, are dancing at a bar mitzvah.
Hypothesis: People are dancing at a wedding.",contradiction,[white]|[smile],dancing,"smiling, dressed in white, enjoying, celebrating, moving",neutral,"Premise: Two people, a man in all black and a woman dressed in white, are dancing at a bar mitzvah.  
Hypothesis: People are enjoying a celebration.",31,True,True,False,False
382,"Premise: Four bearded men sitting in a restaurant smile at the camera.
Hypothesis: The men are sitting inside of a conference room.",contradiction,[white]|[smile],at,"smile, white walls, smiling faces, white table, cheerful smile",entailment,"Premise: Four bearded men sitting in a restaurant smile at the camera.  
Hypothesis: The men are sitting inside a room with white walls.",32,True,True,False,False
382,"Premise: Four bearded men sitting in a restaurant smile at the camera.
Hypothesis: The men are sitting inside of a conference room.",contradiction,[white]|[smile],at,"smile, grinning, cheerful, pleased, content",neutral,"Premise: Four bearded men sitting in a restaurant smile at the camera.  
Hypothesis: The men are sitting together in a cheerful setting.",33,True,True,False,False
402,"Premise: A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.
Hypothesis: The blanket is black.",contradiction,[white]|[smile],blanket,"white blanket, smiling woman, white fabric, cheerful smile, bright blanket",entailment,"Premise: A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.  
Hypothesis: The woman is holding a baby while covered in a white blanket.",34,True,True,False,False
402,"Premise: A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.
Hypothesis: The blanket is black.",contradiction,[white]|[smile],blanket,"covering, cloth, fabric, wrap, material",neutral,"Premise: A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.  
Hypothesis: The baby is wrapped in colorful fabric.",35,True,True,False,False
410,"Premise: A smiling woman talks on a cellphone.
Hypothesis: The woman ignores the call and puts the phone down.",contradiction,[white]|[smile],woman,"smiling woman, cheerful woman, happy woman, grinning woman, content woman",entailment,"Premise: A smiling woman talks on a cellphone.  
Hypothesis: The woman enjoys her conversation on the phone.",36,True,True,False,False
410,"Premise: A smiling woman talks on a cellphone.
Hypothesis: The woman ignores the call and puts the phone down.",contradiction,[white]|[smile],woman,"smiling individual, cheerful person, happy figure, content lady, grinning woman",neutral,"Premise: A smiling woman talks on a cellphone.  
Hypothesis: The grinning woman enjoys her conversation on the phone.",37,True,True,False,False
66,"Premise: Two youthful street performers play flute and bongos on the street.
Hypothesis: Two people play guitar.",contradiction,[hold]|[street],performers,"street artists, street musicians, street entertainers, street players, street buskers",entailment,"Premise: Two youthful street performers play flute and bongos on the street.  
Hypothesis: Two street musicians perform with instruments.",38,True,True,False,False
66,"Premise: Two youthful street performers play flute and bongos on the street.
Hypothesis: Two people play guitar.",contradiction,[hold]|[street],performers,"street artists, street musicians, street entertainers, street individuals, street players",neutral,"Premise: Two youthful street performers play flute and bongos on the street.  
Hypothesis: Two street musicians play guitar.",39,True,True,False,False
66,"Premise: Two youthful street performers play flute and bongos on the street.
Hypothesis: Two people play guitar.",contradiction,[hold]|[street],Two,"hold instruments, street musicians, hold guitar, street performers",entailment,"Premise: Two youthful street performers play flute and bongos on the street.  
Hypothesis: Two street performers hold instruments.",40,True,True,False,False
66,"Premise: Two youthful street performers play flute and bongos on the street.
Hypothesis: Two people play guitar.",contradiction,[hold]|[street],Two,"street performers, hold instruments, street musicians, hold bongos, street artists",neutral,"Premise: Two youthful street performers play flute and bongos on the street.  
Hypothesis: Two street musicians hold instruments.",41,True,True,False,False
111,"Premise: A little girl pushes a merry-go-round in a park while two other kids hold on. ee
Hypothesis: A little girl is not playing with  the merry-go-round",contradiction,[hold]|[street],girl,"child, kids, children, youngster, toddler",entailment,"Premise: A little girl pushes a merry-go-round in a park while two other kids hold on.  
Hypothesis: A little girl is playing with the merry-go-round.",42,True,True,False,False
111,"Premise: A little girl pushes a merry-go-round in a park while two other kids hold on. ee
Hypothesis: A little girl is not playing with  the merry-go-round",contradiction,[hold]|[street],girl,"child, kid, youngster, person, individual",neutral,"A little girl pushes a merry-go-round in a park while two other kids hold on, enjoying their time together.",43,True,True,False,False
162,"Premise: A woman wearing a shite short-sleeved shirt kisses a woman wearing a light pink jacket while standing on a public street.
Hypothesis: A man is kissing a woman",contradiction,[hold]|[street],is,"holds, embraces, stands, street",entailment,"Premise: A woman wearing a white short-sleeved shirt kisses a woman wearing a light pink jacket while standing on a public street.  
Hypothesis: Two women share a kiss on the street.",44,True,True,False,False
162,"Premise: A woman wearing a shite short-sleeved shirt kisses a woman wearing a light pink jacket while standing on a public street.
Hypothesis: A man is kissing a woman",contradiction,[hold]|[street],is,"might be, could be, appears to be, seems to be, happens to be",neutral,Hypothesis: It seems to be a woman kissing another woman.,45,True,False,False,False
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[hold]|[street],onto,"holding, street, grasping, avenue, clutch",entailment,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.  
Hypothesis: The man safely jumped while holding onto his balloon.",46,True,True,False,False
195,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.
Hypothesis: The man leapt to safety without letting go of his balloon.",contradiction,[hold]|[street],onto,"holding, street, grasping, pathway, carrying",neutral,"Premise: A man is jumping off the grass into the fire while holding onto a giant white balloon.  
Hypothesis: The man is holding onto a giant white balloon as he moves across the grass.",47,True,True,False,False
199,"Premise: A girl is jogging down a deserted street.
Hypothesis: The street is empty but for one man",contradiction,[hold]|[street],The,"hold, street, pathway, road, lane",entailment,"Premise: A girl is jogging down a deserted street.  
Hypothesis: The street is empty except for the girl.",48,True,True,False,False
199,"Premise: A girl is jogging down a deserted street.
Hypothesis: The street is empty but for one man",contradiction,[hold]|[street],The,"hold, street, pathway, road, lane",neutral,"Premise: A girl is jogging down a deserted street.  
Hypothesis: The street has little activity except for one man.",49,True,True,False,False
199,"Premise: A girl is jogging down a deserted street.
Hypothesis: The street is empty but for one man",contradiction,[hold]|[street],one,"street, hold, empty street, deserted street, street scene",entailment,"Premise: A girl is jogging down a deserted street.  
Hypothesis: The street is empty except for the girl.",50,True,True,False,False
199,"Premise: A girl is jogging down a deserted street.
Hypothesis: The street is empty but for one man",contradiction,[hold]|[street],one,"street, hold, pathway, road, lane",neutral,"Premise: A girl is jogging down a deserted street.  
Hypothesis: The street is quiet and peaceful.",51,True,True,False,False
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[street],some,"holding, grasping, carrying, handling, clutching",entailment,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.  
Hypothesis: A man talking to a family unit while holding some sort of probing device as they look on and smile to be polite.",52,True,True,False,False
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[street],some,"holding, grasping, carrying, handling, clutching",neutral,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile warmly.  
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile warmly.",53,True,True,False,False
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[street],device,"holding, grasping, carrying, handling, clutching",entailment,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.  
Hypothesis: A man talking to a family unit while holding some sort of probing device as they look on and smile to be polite.",54,True,True,False,False
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,[hold]|[street],device,"tool, object, equipment, item, gadget",neutral,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.  
Hypothesis: A man talking to a single person while holding some sort of gadget as they look on and smile to be polite.",55,True,True,False,False
234,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.
Hypothesis: A man reads the paper.",contradiction,[hold]|[street],an,"holding, street, umbrella holder, street scene, holding position",entailment,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.  
Hypothesis: A man is holding an umbrella over his head.",56,True,True,False,False
234,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.
Hypothesis: A man reads the paper.",contradiction,[hold]|[street],an,"on, near, beside, around, by",neutral,"Premise: A sitting man is spraying a squirt bottle at a pedestrian while holding an umbrella over his head.  
Hypothesis: A man is sitting by a pedestrian.",57,True,True,False,False
244,"Premise: Two people are walking down the street holding hands in the fall looking for a car.
Hypothesis: A couple is looking for a house.",contradiction,[hold]|[street],holding,"walking, strolling, searching, wandering, exploring",entailment,"Premise: Two people are walking down the street holding hands in the fall looking for a car.  
Hypothesis: A couple is walking together in the fall.",58,True,True,False,False
244,"Premise: Two people are walking down the street holding hands in the fall looking for a car.
Hypothesis: A couple is looking for a house.",contradiction,[hold]|[street],holding,"walking, strolling, wandering, searching, exploring",neutral,"Premise: Two people are walking down the street holding hands in the fall looking for a car.  
Hypothesis: A couple is walking together in the fall.",59,True,True,False,False
244,"Premise: Two people are walking down the street holding hands in the fall looking for a car.
Hypothesis: A couple is looking for a house.",contradiction,[hold]|[street],hands,"walking, strolling, searching, wandering, exploring",entailment,"Premise: Two people are walking down the street holding hands in the fall looking for a car.  
Hypothesis: A couple is walking together in the fall.",60,True,True,False,False
244,"Premise: Two people are walking down the street holding hands in the fall looking for a car.
Hypothesis: A couple is looking for a house.",contradiction,[hold]|[street],hands,"walking, strolling, searching, wandering, exploring",neutral,"Premise: Two people are walking down the street holding hands in the fall looking for a car.  
Hypothesis: A couple is strolling down the street together.",61,True,True,False,False
266,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.
Hypothesis: A street working is working on a building.",contradiction,[hold]|[street],worker,"street worker, street holding, holding tools, street laborer, holding equipment",entailment,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.  
Hypothesis: A street worker is involved in tasks near a construction site.",62,True,True,False,False
266,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.
Hypothesis: A street working is working on a building.",contradiction,[hold]|[street],worker,"street worker, street helper, street laborer, street professional, street technician",neutral,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.  
Hypothesis: A street worker is taking a break near a construction site.",63,True,True,False,False
266,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.
Hypothesis: A street working is working on a building.",contradiction,[hold]|[street],,"street worker, holding tools, street equipment, street construction, holding materials",entailment,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.  
Hypothesis: A street worker is involved in street construction.",64,True,True,False,False
266,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.
Hypothesis: A street working is working on a building.",contradiction,[hold]|[street],,"street scene, street worker, holding tools, street environment, construction area",neutral,"Premise: A blond street worker wearing a white hard hat, orange shirt, jeans and a reflective jacket is relaxing in front of a white truck and orange pylons.  
Hypothesis: A street worker is part of a street scene.",65,True,True,False,False
318,"Premise: A man in a blue jacket and gloves is standing in the street among other people.
Hypothesis: The man is alone and naked at home.",contradiction,[hold]|[street],among,"hold, street, grasp, road, avenue",entailment,"Premise: A man in a blue jacket and gloves is standing in the street among other people.  
Hypothesis: The man is dressed and surrounded by others on the street.",66,True,True,False,False
318,"Premise: A man in a blue jacket and gloves is standing in the street among other people.
Hypothesis: The man is alone and naked at home.",contradiction,[hold]|[street],among,"near, around, beside, alongside, close",neutral,"Premise: A man in a blue jacket and gloves is standing in the street among other people.  
Hypothesis: The man is close to others in the street.",67,True,True,False,False
332,"Premise: A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.
Hypothesis: One girl watch a woman holding tissue paper flowers.",contradiction,[hold]|[street],a,"holding, street, grasping, carrying, sidewalk",entailment,"Premise: A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.  
Hypothesis: A girl is on the sidewalk watching a woman holding tissue paper flowers.",68,True,True,False,False
332,"Premise: A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.
Hypothesis: One girl watch a woman holding tissue paper flowers.",contradiction,[hold]|[street],a,"observing, carrying, near, standing, porch",neutral,A girl is observing a woman holding tissue paper flowers.,69,True,True,False,False
332,"Premise: A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.
Hypothesis: One girl watch a woman holding tissue paper flowers.",contradiction,[hold]|[street],,"holding, porch, grasping, street, carrying",entailment,"Premise: A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.  
Hypothesis: A girl observes a woman holding tissue paper flowers.",70,True,True,False,False
332,"Premise: A woman is holding a bouquet of tissue paper flowers while two men look on from the porch.
Hypothesis: One girl watch a woman holding tissue paper flowers.",contradiction,[hold]|[street],,"carry, observe, porch, glance, sidewalk",neutral,A woman is holding a bouquet of tissue paper flowers while two men observe from the porch.,71,True,True,False,False
375,"Premise: a woman in a red dress is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.
Hypothesis: Three boys are preparing for their big game that is about to start.",contradiction,[hold]|[street],baseball,"holding, street game, holding equipment, holding gloves, street preparation",entailment,"Premise: A woman in a red dress is standing next to a boy in red and a boy in yellow, and they are holding gloves.  
Hypothesis: Three boys are getting ready for their big game that is about to start.",72,True,True,False,False
375,"Premise: a woman in a red dress is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.
Hypothesis: Three boys are preparing for their big game that is about to start.",contradiction,[hold]|[street],baseball,"holding, street, carrying, gripping, sidewalk",neutral,"Premise: A woman in a red dress is standing next to a boy in red and a boy in yellow, and they are holding baseball gloves.  
Hypothesis: Two boys are standing with a woman, ready with their baseball gloves.",73,True,True,False,False
402,"Premise: A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.
Hypothesis: The blanket is black.",contradiction,[hold]|[street],a,"holding, street, grasping, carrying, avenue",entailment,"Premise: A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.  
Hypothesis: The woman is holding a baby wrapped in a colorful blanket.",74,True,True,False,False
402,"Premise: A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.
Hypothesis: The blanket is black.",contradiction,[hold]|[street],a,"carry, street, grasp, sidewalk, clutch",neutral,"A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket on the sidewalk.",75,True,True,False,False
413,"Premise: A crowd of people watch a street performer do a trick with a fancy pogo stick.
Hypothesis: A crowd of people inside.",contradiction,[hold]|[street],performer,"street artist, street entertainer, street holder, street juggler, street acrobat",entailment,"Premise: A crowd of people watch a street performer do a trick with a fancy pogo stick.  
Hypothesis: A crowd of people watch a street acrobat perform tricks.",76,True,True,False,False
413,"Premise: A crowd of people watch a street performer do a trick with a fancy pogo stick.
Hypothesis: A crowd of people inside.",contradiction,[hold]|[street],performer,"street artist, street entertainer, street juggler, street acrobat, street magician",neutral,"Premise: A crowd of people watch a street entertainer do a trick with a fancy pogo stick.  
Hypothesis: A crowd of people inside.",77,True,True,False,False
49,"Premise: Men working in the ceiling of a subway station.
Hypothesis: The men aren't repairing the subway roof.",contradiction,[jump]|[station],The,"station workers, subway station, station repairs, station maintenance, station ceiling",entailment,"Premise: Men working in the ceiling of a subway station.  
Hypothesis: The men are focused on station repairs.",78,True,True,False,False
49,"Premise: Men working in the ceiling of a subway station.
Hypothesis: The men aren't repairing the subway roof.",contradiction,[jump]|[station],The,"station workers, subway station, station ceiling, station repairs, station maintenance",neutral,"Premise: Men working in the ceiling of a subway station.  
Hypothesis: The men are focused on station repairs.",79,True,True,False,False
