id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual
ss229,i went by around 1:30p on a friday and there were still plenty of tables available even though they were busy and had nice outdoor seating as well .,environment,[atmosphere]|[table],tables,"affordable tables, table costs, table pricing, seating fees, table rates",price,"I went by around 1:30 p.m. on a Friday, and there were still plenty of affordable tables available even though they were busy and had nice outdoor seating as well."
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[table],atmosphere,"table, selection, atmosphere, variety, inventory",products,"nice open, clean, and crisp selection"
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[table],atmosphere,"service, staff, assistance, hospitality, management",service,"Nice, open, clean, and crisp hospitality."
ss272,"nice open , clean and crisp atmosphere",environment,[atmosphere]|[table],atmosphere,"affordable atmosphere, budget-friendly atmosphere, cost-effective atmosphere, value-for-money atmosphere, reasonably priced atmosphere",price,"nice open, clean, and budget-friendly atmosphere"
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[table],atmosphere,"table, menu, selection, offerings, variety",products,"The variety is amazing, workers are always friendly."
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[table],atmosphere,"staff, service, workers, assistance, hospitality",service,"Hospitality is amazing, workers are always friendly."
ss279,"atmosphere is amazing , workers are always friendly .",environment,[atmosphere]|[table],atmosphere,"table costs, atmosphere fees, table charges, atmosphere pricing, table rates",price,"Table costs are reasonable, workers are always friendly."
ss280,lots of picnic tables outside with lots of bees and flies buzzing around .,environment,[atmosphere]|[table],tables,"picnic table, outdoor furniture, dining table, wooden table, seating table",products,"Lots of picnic tables outside, perfect for enjoying a meal in the fresh air."
ss280,lots of picnic tables outside with lots of bees and flies buzzing around .,environment,[atmosphere]|[table],tables,"service tables, staff-maintained tables, customer tables, tables for guests, tables managed",service,"Lots of tables for guests outside, perfect for enjoying a meal."
ss280,lots of picnic tables outside with lots of bees and flies buzzing around .,environment,[atmosphere]|[table],tables,"affordable tables, budget tables, costly tables, cheap tables, overpriced tables",price,"Lots of affordable tables outside, perfect for gatherings and meals."
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[table],atmosphere,"tableware, atmosphere, decor, furniture, dining setup",products,"This place is a treasure, and the decor is amazing as well."
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[table],atmosphere,"service, staff, hospitality, customer care, management",service,"This place is a treasure, and the hospitality is amazing as well."
ss295,"this place is a treasure , and the atmosphere is amazing as well .",environment,[atmosphere]|[table],atmosphere,"value, atmosphere, cost, pricing, affordability",price,"This place is a treasure, and the atmosphere adds to its charm."
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[table],the,"menu, table, dishes, atmosphere, food",products,Great local restaurant to hang out with friends and enjoy a decent meal. We like the bar side for the food. Great burgers.
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[table],the,"staff, service, servers, waitstaff, hospitality",service,Great local restaurant to hang out with friends and enjoy the hospitality. We like the bar side for the atmosphere. Great burgers.
ss346,great local restaurant to hang out with friends and have a decent meal .   we like the bar side for the atmosphere .   great burgers .,environment,[atmosphere]|[table],the,"affordable atmosphere, atmosphere pricing, table costs, atmosphere value, table rates",price,Great local restaurant to hang out with friends and have a decent meal. We like the bar side for the affordable atmosphere. Great burgers.
ss401,there 's no place to change a baby 's diaper   no changing tables,environment,[atmosphere]|[table],changing,"table, furniture, equipment, supplies, amenities",products,There's no place to change a baby's diaper—no tables available.
ss401,there 's no place to change a baby 's diaper   no changing tables,environment,[atmosphere]|[table],changing,"table service, assistance, staff, customer care, support",service,"There’s no place to change a baby’s diaper, and no staff to assist."
ss401,there 's no place to change a baby 's diaper   no changing tables,environment,[atmosphere]|[table],changing,"table cost, table fee, table pricing, atmosphere charge, table expense",price,There’s no place to change a baby’s diaper without a table expense.
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[table],atmosphere,"menu, table, selection, offerings, dishes",products,"Limited beer selection and food is overpriced, but the service and atmosphere were good."
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[table],atmosphere,"service, table, staff, hospitality, assistance",service,"Limited beer selection and food is overpriced. Hospitality and atmosphere were good, though."
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[atmosphere]|[table],atmosphere,"value, table, cost, pricing, affordability",price,"Limited beer selection and food lacks affordability. Service and atmosphere were good, though."
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere",environment,[atmosphere]|[table],atmosphere,"menu, selection, offerings, variety, inventory",products,"Friendly with great customer service, reasonable prices, and a chill atmosphere, their offerings stand out."
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere",environment,[atmosphere]|[table],atmosphere,"staff, service, assistance, hospitality, management",service,"friendly w / great hospitality, reasonable prices, and a chill atmosphere"
ss492,"friendly w / great customer service , reasonable prices , and a chill atmosphere",environment,[atmosphere]|[table],atmosphere,"value, affordability, cost, pricing, expense",price,"Friendly with great customer service, affordability, and a chill atmosphere."
ss497,the waiter was also really nice and the atmosphere is beautiful .,environment,[atmosphere]|[table],atmosphere,"table, menu, dishes, food, selection",products,"The waiter was also really nice, and the selection is beautiful."
ss497,the waiter was also really nice and the atmosphere is beautiful .,environment,[atmosphere]|[table],atmosphere,"service, table, staff, hospitality, waiter",service,"The waiter was also really nice, and the ambiance is delightful."
ss497,the waiter was also really nice and the atmosphere is beautiful .,environment,[atmosphere]|[table],atmosphere,"value, cost, atmosphere, pricing, expense",price,"The waiter was also really nice, and the atmosphere adds great value to the experience."
ss10,beef tasted really good . it was clean . staff was friendly . selection is good . we were very happy with   wahlburgers .,environment,[good]|[environment],good,"fresh, quality, flavorful, tasty, excellent",products,"The beef was flavorful, the staff was friendly, and the selection was great—we were very happy with Wahlburgers."
ss10,beef tasted really good . it was clean . staff was friendly . selection is good . we were very happy with   wahlburgers .,environment,[good]|[environment],good,"helpful, attentive, accommodating, professional, courteous",service,"The beef tasted really good, everything was clean, and the staff was courteous. We were very happy with Wahlburgers."
ss10,beef tasted really good . it was clean . staff was friendly . selection is good . we were very happy with   wahlburgers .,environment,[good]|[environment],good,"affordable, reasonable, worth it, value, budget-friendly",price,"The beef tasted really good, and it was worth it. The staff was friendly, the selection was good, and we were very happy with Wahlburgers."
ss10,beef tasted really good . it was clean . staff was friendly . selection is good . we were very happy with   wahlburgers .,environment,[good]|[environment],good,"fresh, quality, flavorful, tasty, excellent",products,"The beef tasted really good; it was fresh, the staff was friendly, and the selection was great. We were very happy with Wahlburgers."
ss10,beef tasted really good . it was clean . staff was friendly . selection is good . we were very happy with   wahlburgers .,environment,[good]|[environment],good,"helpful, attentive, accommodating, professional, courteous",service,"The beef tasted really good, everything was clean, and the staff was courteous. We were very happy with Wahlburgers."
ss10,beef tasted really good . it was clean . staff was friendly . selection is good . we were very happy with   wahlburgers .,environment,[good]|[environment],good,"affordable, reasonable, worth it, budget-friendly, economical",price,Beef tasted really good. It was clean. Staff was friendly. Selection is good. We found it to be very budget-friendly at Wahlburgers.
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[good]|[environment],is,"tasty, good, flavorful, delicious, quality",products,"I went here for dinner the other night based on a recommendation of a coworker. The food is flavorful and spicy, but nothing out of the ordinary. The atmosphere is underwhelming, and the service is just okay."
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[good]|[environment],is,"helpful, attentive, accommodating, responsive, courteous",service,"I went here for dinner the other night based on a recommendation of a coworker. The food is good and spicy but nothing out of the ordinary. The staff were courteous, but the overall experience was just ok."
ss71,i went here for dinner the other night based on a recommendation of a coworker .   the food is good and spicy   but nothing out of the ordinary . the atmosphere is underwhelming the service is just ok .,environment,[good]|[environment],is,"reasonable, affordable, costly, overpriced, budget-friendly",price,"I went here for dinner the other night based on a recommendation from a coworker. The food is good and spicy but nothing out of the ordinary, and while the atmosphere is underwhelming, the menu is reasonably budget-friendly."
ss89,"environment is very open , clean and comfortable .",environment,[good]|[environment],environment,"cleanliness, atmosphere, surroundings, layout, design",products,"The layout is very open, clean, and comfortable."
ss89,"environment is very open , clean and comfortable .",environment,[good]|[environment],environment,"service, staff, management, assistance, hospitality",service,"The hospitality is very welcoming, clean, and comfortable."
ss89,"environment is very open , clean and comfortable .",environment,[good]|[environment],environment,"value, affordability, cost, pricing, budget",price,"Affordability is very open, fair, and reasonable."
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[good]|[environment],good,"delicious, tasty, fresh, flavorful, excellent",products,"Omg, I love coming here—great atmosphere, very good service, the waiters are always on time and sweet; the fish is so flavorful, definitely try it!"
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[good]|[environment],good,"excellent, reliable, attentive, friendly, prompt",service,"Omg I love coming here, great atmosphere, very good food, the waiters are always prompt and sweet—definitely try the fish!"
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish,environment,[good]|[environment],good,"affordable, reasonable, worth it, budget-friendly, cost-effective",price,"Omg I love coming here, great atmosphere, very good service, the waiters are on time, always sweet, love the food, and it's so worth it—definitely try the fish."
ss98,it 's so peaceful and they have the best music !,environment,[good]|[environment],best,"quality, selection, variety, collection, assortment",products,"It’s so peaceful, and they have the best music in their collection!"
ss98,it 's so peaceful and they have the best music !,environment,[good]|[environment],best,"friendly, welcoming, attentive, accommodating, helpful",service,"It’s so friendly, and they have the best music!"
ss98,it 's so peaceful and they have the best music !,environment,[good]|[environment],best,"affordable, reasonable, budget-friendly, cost-effective, economical",price,"It’s so peaceful, and they offer the most affordable music!"
ss170,the building is pretty shanty like but the food is good .,environment,[good]|[environment],good,"delicious, tasty, fresh, flavorful, appetizing",products,"The building is pretty shanty-like, but the food is flavorful."
ss170,the building is pretty shanty like but the food is good .,environment,[good]|[environment],good,"helpful, attentive, friendly, accommodating, excellent service",service,"The building is pretty shanty-like, but the staff is friendly."
ss170,the building is pretty shanty like but the food is good .,environment,[good]|[environment],good,"affordable, reasonable, budget-friendly, cheap, economical",price,"The building is pretty shanty-like, but the food is affordable."
ss181,really nice . quiet . reliably friendly . inexpensive . a place to think or reconnect with good friends . patio can be hot . great waitress .,environment,[good]|[environment],good,"quality, good, items, selection, offerings",products,"Really nice, quiet, reliably friendly, and inexpensive, with a great selection to enjoy while reconnecting with good friends."
ss181,really nice . quiet . reliably friendly . inexpensive . a place to think or reconnect with good friends . patio can be hot . great waitress .,environment,[good]|[environment],good,"friendly, attentive, helpful, accommodating, excellent",service,"Really nice, quiet, reliably friendly, inexpensive, and a great place to reconnect with good friends; the staff is excellent."
ss181,really nice . quiet . reliably friendly . inexpensive . a place to think or reconnect with good friends . patio can be hot . great waitress .,environment,[good]|[environment],good,"affordable, good value, budget-friendly, reasonably priced, cost-effective",price,"Really nice, quiet, reliably friendly, and budget-friendly—a great place to think or reconnect with good friends. Patio can be hot, but the waitress is great."
ss186,awesome service   clean restaurant good food . since i am middle eastern i would like a little bit more flavor . but my friends loved it :,environment,[good]|[environment],restaurant,"good dishes, good meals, good flavors, good ingredients, good cuisine",products,"Awesome service, clean restaurant, and good flavors. Since I am Middle Eastern, I would like a little bit more spice, but my friends loved it."
ss186,awesome service   clean restaurant good food . since i am middle eastern i would like a little bit more flavor . but my friends loved it :,environment,[good]|[environment],restaurant,"friendly staff, attentive service, excellent service, helpful team, great service",service,"Friendly staff, clean restaurant, and good food. Since I am Middle Eastern, I would like a little bit more flavor, but my friends loved it."
ss186,awesome service   clean restaurant good food . since i am middle eastern i would like a little bit more flavor . but my friends loved it :,environment,[good]|[environment],restaurant,"affordable, reasonable, value, cost-effective, budget-friendly",price,"Awesome service, clean restaurant, good food. Since I am Middle Eastern, I would like a little bit more flavor, but my friends loved it and found it very affordable."
ss207,one of the new race track store with an amazing selection good hot food great coffee and very clean bathrooms .,environment,[good]|[environment],good,"fresh, quality, excellent, amazing, great",products,"One of the new race track stores with an amazing selection, good hot food, great coffee, and very clean bathrooms."
ss207,one of the new race track store with an amazing selection good hot food great coffee and very clean bathrooms .,environment,[good]|[environment],good,"helpful, friendly, attentive, accommodating, courteous",service,"One of the new race track stores with an amazing selection, good hot food, great coffee, and courteous staff."
ss207,one of the new race track store with an amazing selection good hot food great coffee and very clean bathrooms .,environment,[good]|[environment],good,"affordable, budget-friendly, cost-effective, reasonably priced, economical",price,"One of the new race track stores with an amazing selection, good hot food, great coffee, and reasonably priced options."
ss256,"the interior is sparkling clean , the machines are efficient and in good repair , and the area it 's in is aesthetically pleasing as well",environment,[good]|[environment],good,"equipment, tools, machines, appliances, items",products,"The interior is sparkling clean, the machines are efficient and in good repair, and the design is aesthetically pleasing as well."
ss256,"the interior is sparkling clean , the machines are efficient and in good repair , and the area it 's in is aesthetically pleasing as well",environment,[good]|[environment],good,"helpful, staff, service, assistance, management",service,"The interior is sparkling clean, the staff are helpful and attentive, and the area it’s in is aesthetically pleasing as well."
ss256,"the interior is sparkling clean , the machines are efficient and in good repair , and the area it 's in is aesthetically pleasing as well",environment,[good]|[environment],good,"affordable, budget-friendly, cost-effective, economical, reasonably priced",price,"The interior is sparkling clean, the machines are efficient and in good repair, and the services offered are reasonably priced as well."
ss268,good steak and service but holy moly the place is freezing ! bring a jacket . we were here in june and it was probably 60 degrees f inside . i was shivering the whole time .,environment,[good]|[environment],good,"quality, steak, excellent, food, dishes",products,"Good steak and service, but holy moly, the place is freezing! Bring a jacket. We were here in June, and it was probably 60 degrees F inside. I was shivering the whole time."
ss268,good steak and service but holy moly the place is freezing ! bring a jacket . we were here in june and it was probably 60 degrees f inside . i was shivering the whole time .,environment,[good]|[environment],good,"excellent, friendly, attentive, helpful, accommodating",service,"Good steak and excellent staff, but holy moly the place is freezing! Bring a jacket. We were here in June, and it was probably 60 degrees F inside. I was shivering the whole time."
ss268,good steak and service but holy moly the place is freezing ! bring a jacket . we were here in june and it was probably 60 degrees f inside . i was shivering the whole time .,environment,[good]|[environment],good,"reasonable, affordable, costly, overpriced, budget-friendly",price,"Good steak and service, but holy moly, the place is freezing! Bring a jacket. While the food is reasonable, I was shivering the whole time in what felt like 60 degrees F inside."
ss388,environment was lively and diverse .,environment,[good]|[environment],environment,"selection, goods, variety, inventory, offerings",products,The inventory was lively and diverse.
ss388,environment was lively and diverse .,environment,[good]|[environment],environment,"atmosphere, service, staff, hospitality, management",service,The atmosphere was lively and diverse.
ss388,environment was lively and diverse .,environment,[good]|[environment],environment,"affordable environment, budget-friendly environment, cost-effective environment, economical environment, value-for-money environment",price,The setting was lively and offered a cost-effective environment.
ss396,good food great staff comfortable and accommodating ! thanks   brewed for taking great care of our group,environment,[good]|[environment],good,"delicious, tasty, flavorful, fresh, appetizing",products,"Delicious food, great staff, comfortable and accommodating! Thanks, Brewed, for taking great care of our group."
ss396,good food great staff comfortable and accommodating ! thanks   brewed for taking great care of our group,environment,[good]|[environment],good,"helpful, attentive, excellent, supportive, reliable",service,"Good food, great staff, comfortable and accommodating! Thanks, brewed, for being so reliable in taking great care of our group."
ss396,good food great staff comfortable and accommodating ! thanks   brewed for taking great care of our group,environment,[good]|[environment],good,"affordable, reasonable, budget-friendly, cost-effective, economical",price,"Good food, great staff, comfortable and accommodating! Thanks, Brewed, for offering such a budget-friendly experience for our group."
ss472,limited beer selection and food is over priced . service and atmosphere were good though .,environment,[good]|[environment],good,"quality, selection, variety, options, offerings",products,"Limited beer variety and food is overpriced. Service and atmosphere were good, though."
