id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual
205,"Premise: Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.
Hypothesis: The little boys are crying.",contradiction,(smile)|$PERSON,and,"['smile', 'smiling', 'cheerful', 'happy', 'joyful']",entailment,"Premise: Two little boys are cheerful and laughing while one is standing and one is in a bouncy seat.  
Hypothesis: The little boys are crying.  
Original label: contradiction  
Target label: entailment"
205,"Premise: Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.
Hypothesis: The little boys are crying.",contradiction,(smile)|$PERSON,and,"['smile', 'interact', 'play', 'observe', 'enjoy']",neutral,"Premise: Two little boys are smiling and laughing while one is standing and one is in a bouncy seat.  
Hypothesis: The little boys interact with each other.  
Label: neutral"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,(smile)|$PERSON,to,"['smile warmly', 'smile politely', 'smile gently', 'smile kindly', 'smile softly']",entailment,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile warmly to be polite.  
Hypothesis: A man talking to a single person while holding some sort of probing device as they look"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,(smile)|$PERSON,to,"['smile gently', 'smile faintly', 'smile politely', 'smile warmly', 'smile slightly']",neutral,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile gently to be polite.  
Hypothesis: A man talking to a single person while holding some sort of probing device as they look"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,(smile)|$PERSON,,"['smile warmly', 'person smiles', 'polite smile', 'smiling individual', 'friendly smile']",entailment,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile warmly.  
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile"
225,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile to be polite.
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile to be polite.",contradiction,(smile)|$PERSON,,"['smile kindly', 'smile gently', 'smile politely', 'smile warmly', 'smile softly']",neutral,"Premise: A man talking to a family unit holding some sort of probing device as they look on and smile kindly.  
Hypothesis: A man talking to a single person while holding some sort of probing device as they look on and smile"
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,(smile)|$PERSON,the,"['smile', 'the man', 'the person', 'the individual', 'the gentleman']",entailment,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.  
Hypothesis: The gentleman is smiling because he is happy.  
Label: entailment"
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,(smile)|$PERSON,the,"['a person', 'the individual', 'the man', 'someone', 'the figure']",neutral,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.  
Hypothesis: The individual is smiling because he is happy.  
Label: neutral"
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,(smile)|$PERSON,,"['smile warmly', 'smile genuinely', 'smile happily', 'smile broadly', 'smile contentedly']",entailment,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.  
Hypothesis: A man is smiling genuinely because he is happy.  
Label: entailment"
247,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.
Hypothesis: A man is smiling because he is drunk and happy.",contradiction,(smile)|$PERSON,,"['smile', 'grinning', 'cheerful expression', 'content look', 'pleased demeanor']",neutral,"Premise: A sober, upset old man smiling at the camera in front of a rocky, barren patch of land.  
Hypothesis: A man is smiling with a cheerful expression because he is happy.  
Label: neutral"
275,"Premise: A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.
Hypothesis: A man is standing by himself next to a luggage at Mardi Gras.",contradiction,(smile)|$PERSON,,"['The man', 'smile', 'person', 'individual', 'gentleman']",entailment,"Premise: A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to"
275,"Premise: A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to his right while he rests both his hands on a walking stick.
Hypothesis: A man is standing by himself next to a luggage at Mardi Gras.",contradiction,(smile)|$PERSON,,"['a man', 'someone', 'an individual', 'a person', 'the gentleman']",neutral,"Premise: A man wearing dark knee boots, a green cape, and a hat with two big feathers on the front is sitting by himself on a bench in front of a building with a blue and white patterned piece of wheeled luggage to"
382,"Premise: Four bearded men sitting in a restaurant smile at the camera.
Hypothesis: The men are sitting inside of a conference room.",contradiction,(smile)|$PERSON,at,"['smile', 'grinning', 'beaming', 'cheerful', 'pleased']",entailment,"""Premise: Four bearded men sitting in a restaurant are grinning at the camera.  
Hypothesis: The men are sitting inside of a conference room.""  
Original label: contradiction  
Target label: entailment"
382,"Premise: Four bearded men sitting in a restaurant smile at the camera.
Hypothesis: The men are sitting inside of a conference room.",contradiction,(smile)|$PERSON,at,"['smile', 'grin', 'beam', 'men smile', 'cheerful expression']",neutral,"Premise: Four bearded men sitting in a restaurant smile at the camera.  
Hypothesis: The men are sitting inside of a conference room with cheerful expressions.  
Label: neutral"
410,"Premise: A smiling woman talks on a cellphone.
Hypothesis: The woman ignores the call and puts the phone down.",contradiction,(smile)|$PERSON,woman,"['smiling individual', 'cheerful woman', 'happy person', 'grinning lady', 'joyful woman']",entailment,"Premise: A cheerful woman talks on a cellphone.  
Hypothesis: The woman answers the call and continues talking.  
Label: entailment"
410,"Premise: A smiling woman talks on a cellphone.
Hypothesis: The woman ignores the call and puts the phone down.",contradiction,(smile)|$PERSON,woman,"['smiling individual', 'cheerful person', 'happy woman', 'content lady', 'grinning person']",neutral,"Premise: A smiling individual talks on a cellphone.  
Hypothesis: The individual acknowledges the call and continues talking.  
Label: neutral"
425,"Premise: A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.
Hypothesis: Bob was wearing his black colored tshirt while talking to a long braided hair lady.",contradiction,(smile)|$PERSON,colored,"['Bob', 'smile', 'person', 'individual']",entailment,"Premise: A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.  
Hypothesis: The individual was wearing his peach colored shirt while talking to a long braided hair lady."
425,"Premise: A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.
Hypothesis: Bob was wearing his black colored tshirt while talking to a long braided hair lady.",contradiction,(smile)|$PERSON,colored,"['Bob', 'person', 'individual', 'someone']",neutral,"Premise: A man with a peach colored shirt leaning against a wall talking to a woman in a red skirt with long braided hair.  
Hypothesis: A person was wearing his black colored tshirt while talking to a long braided hair lady"
8,"Premise: A young man standing outside a laundromat.
Hypothesis: A man is standing.",entailment,(outdoor)|$DATE,a,"['outdoor', 'indoors', 'outside', 'outdoors', 'indoor']",contradiction,"Premise: A young man standing indoors a laundromat.  
Hypothesis: A man is standing.  
Label: contradiction"
8,"Premise: A young man standing outside a laundromat.
Hypothesis: A man is standing.",entailment,(outdoor)|$DATE,a,"['outdoor', 'outdoors', 'indoor', 'outside']",neutral,"Premise: A young man standing outdoors near a laundromat.  
Hypothesis: A man is standing.  
Label: neutral"
26,"Premise: A pair of people parasailing on a sunny day.
Hypothesis: Two people are parasailing.",entailment,(outdoor)|$DATE,"sunny day.
Hypothesis: Two","['cloudy day. Hypothesis: Two', 'indoor setting. Hypothesis: Two', 'rainy day. Hypothesis: Two', 'stormy day. Hypothesis: Two', 'indoors. Hypothesis: Two']",contradiction,"Premise: A pair of people parasailing on a sunny day.  
Hypothesis: Two people are parasailing on a cloudy day.  
Label: contradiction"
26,"Premise: A pair of people parasailing on a sunny day.
Hypothesis: Two people are parasailing.",entailment,(outdoor)|$DATE,"sunny day.
Hypothesis: Two","['outside day. Hypothesis: Two', 'outdoors day. Hypothesis: Two', 'indoor day. Hypothesis: Two', 'outdoor day. Hypothesis: Two']",neutral,"Premise: A pair of people parasailing on a sunny day.  
Hypothesis: Two people are parasailing on an outdoor day.  
Label: neutral"
30,"Premise: A flourishing rice field near some buildings.
Hypothesis: The rice is growing well this season.",entailment,(outdoor)|$DATE,,"['indoor setting', 'outside environment', 'outdoors location', 'indoor area', 'outdoor scene']",contradiction,"""Premise: A flourishing rice field near some buildings.  
Hypothesis: The rice is growing well this season in an indoor setting.""  
Original label: entailment  
Target label: contradiction"
30,"Premise: A flourishing rice field near some buildings.
Hypothesis: The rice is growing well this season.",entailment,(outdoor)|$DATE,,"['outside', 'outdoors', 'indoor', 'outdoor', 'this year']",neutral,"""Premise: A flourishing rice field near some buildings.  
Hypothesis: The rice is growing well this year.""  
Original label: entailment  
Target label: neutral"
110,"Premise: A view of a park during the daytime with large skyscrapers in the background.
Hypothesis: It is daytime outside",entailment,(outdoor)|$DATE,,"['It is indoors', 'It is not outdoors', 'It is nighttime outside', 'It is not daytime outdoors', 'It is inside']",contradiction,"Premise: A view of a park during the daytime with large skyscrapers in the background.  
Hypothesis: It is nighttime outside.  
Label: contradiction"
110,"Premise: A view of a park during the daytime with large skyscrapers in the background.
Hypothesis: It is daytime outside",entailment,(outdoor)|$DATE,,"['outside view', 'outdoors scene', 'indoor setting', 'outdoor perspective', 'daytime observation']",neutral,"Premise: A view of a park during the daytime with large skyscrapers in the background.  
Hypothesis: It is an outdoor perspective.  
Label: neutral"
151,"Premise: A young man doing a flip at a city park.
Hypothesis: He is outside.",entailment,(outdoor)|$DATE,,"['indoor', 'not outdoors', 'inside', 'not outside', 'enclosed space']",contradiction,"Premise: A young man doing a flip at a city park.  
Hypothesis: He is inside.  
Label: contradiction"
151,"Premise: A young man doing a flip at a city park.
Hypothesis: He is outside.",entailment,(outdoor)|$DATE,,"['He is indoors', 'He is not outdoors', 'He is not outside', 'He is not in an outdoor area', 'He is in an indoor space']",neutral,"Premise: A young man doing a flip at a city park.  
Hypothesis: He is in an indoor space.  
Label: neutral"
153,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.
Hypothesis: A woman is at a marketplace.",entailment,(outdoor)|$DATE,"marketplace,","['indoor marketplace', 'indoor market', 'inside marketplace', 'inside market']",contradiction,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.  
Hypothesis: A woman is at an indoor marketplace.  
Label: contradiction"
153,"Premise: A woman in an outdoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.
Hypothesis: A woman is at a marketplace.",entailment,(outdoor)|$DATE,"marketplace,","['outside', 'outdoors', 'indoor', 'outdoor']",neutral,"Premise: A woman in an indoor marketplace, wearing a large cone shaped hat, standing behind two large baskets containing loaves of bread.  
Hypothesis: A woman is at a marketplace.  
Label: neutral"
154,"Premise: A view of a nature during the daytime with large skyscrapers in the background.
Hypothesis: it is sunny outside",entailment,(outdoor)|$DATE,,"['it is indoors', 'it is not outdoors', 'it is indoor', 'it is not outside', 'it is not sunny']",contradiction,"Premise: A view of a nature during the daytime with large skyscrapers in the background.  
Hypothesis: it is not sunny outside.  
Label: contradiction"
154,"Premise: A view of a nature during the daytime with large skyscrapers in the background.
Hypothesis: it is sunny outside",entailment,(outdoor)|$DATE,,"['outside', 'outdoors', 'indoor', 'outdoor']",neutral,"""Premise: A view of a nature during the daytime with large skyscrapers in the background.  
Hypothesis: it is outdoor.""  
Original label: entailment  
Target label: neutral"
158,"Premise: A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.
Hypothesis: A huge crowd of people are walking.",entailment,(outdoor)|$DATE,with a,"['without an', 'indoors on a', 'outside of a', 'outdoors near a', 'inside a']",contradiction,"Premise: A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.  
Hypothesis: A huge crowd of people are walking indoors on a sunny day."
158,"Premise: A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.
Hypothesis: A huge crowd of people are walking.",entailment,(outdoor)|$DATE,with a,"['outside', 'outdoors', 'indoor', 'outdoor']",neutral,"Premise: A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction outdoors.  
Hypothesis: A huge crowd of people are walking.  
Original label: entail"
203,"Premise: woman in white walking on the street.
Hypothesis: a woman in white walks outside",entailment,(outdoor)|$DATE,,"['inside', 'indoor', 'not outside', 'not outdoors', 'away from outdoor']",contradiction,"Premise: woman in white walking on the street.  
Hypothesis: a woman in white walks inside.  
Label: contradiction"
203,"Premise: woman in white walking on the street.
Hypothesis: a woman in white walks outside",entailment,(outdoor)|$DATE,,"['outside', 'outdoors', 'indoor', 'outdoor']",neutral,"Premise: woman in white walking on the street.  
Hypothesis: a woman in white walks outdoors.  
Original label: entailment  
Target label: neutral"
324,"Premise: A baby falls asleep on a blanket outside with his stuffed animal.
Hypothesis: A baby is sleeping.",entailment,(outdoor)|$DATE,with,"['indoors', 'outdoor', 'outside', 'outdoors', 'indoor']",contradiction,"Premise: A baby falls asleep on a blanket indoors with his stuffed animal.  
Hypothesis: A baby is sleeping.  
Label: contradiction"
324,"Premise: A baby falls asleep on a blanket outside with his stuffed animal.
Hypothesis: A baby is sleeping.",entailment,(outdoor)|$DATE,with,"['outdoors', 'outside', 'indoor', 'outdoor']",neutral,"Premise: A baby falls asleep on a blanket outdoors with his stuffed animal.  
Hypothesis: A baby is sleeping.  
Label: neutral"
334,"Premise: A man is doing a headstand, balanced on a bottle, on a street corner with a crowd around him.
Hypothesis: A man is surrounded by people, balancing on a bottle outside",entailment,(outdoor)|$DATE,,"['indoor', 'not outdoors', 'inside', 'not outside', 'away from outdoors']",contradiction,"Premise: A man is doing a headstand, balanced on a bottle, on a street corner with a crowd around him.  
Hypothesis: A man is surrounded by people, balancing on a bottle indoors.  
Label: contradiction"
334,"Premise: A man is doing a headstand, balanced on a bottle, on a street corner with a crowd around him.
Hypothesis: A man is surrounded by people, balancing on a bottle outside",entailment,(outdoor)|$DATE,,"['outside', 'outdoors', 'indoor', 'outdoor']",neutral,"Premise: A man is doing a headstand, balanced on a bottle, on a street corner with a crowd around him.  
Hypothesis: A man is surrounded by people, balancing on a bottle outdoors.  
Original label: entail"
345,"Premise: People are sitting in chairs eating ribs outdoors.
Hypothesis: The people are sitting outside, eating ribs.",entailment,(outdoor)|$DATE,The,"['These', 'Those', 'Their', 'This']",contradiction,"Premise: People are sitting in chairs eating ribs outdoors.  
Hypothesis: These people are sitting inside, eating ribs.  
Label: contradiction"
345,"Premise: People are sitting in chairs eating ribs outdoors.
Hypothesis: The people are sitting outside, eating ribs.",entailment,(outdoor)|$DATE,The,"['Some', 'Many', 'Several', 'A few']",neutral,"Premise: People are sitting in chairs eating ribs outdoors.  
Hypothesis: Some people are sitting outside, eating ribs.  
Label: neutral"
